Timestamp                       (process)[PID]    
2025-08-26 10:29:57.595701+0530  localhost neagent[51233]: (NetworkExtension) [com.apple.networkextension:] Failed to find com.tcltk.wish in LaunchServices
2025-08-26 10:29:57.596548+0530  localhost nesessionmanager[21893]: (libsystem_networkextension.dylib) [com.apple.networkextension:] UUID cache miss for com.tcltk.wish
2025-08-26 10:29:57.597043+0530  localhost neagent[51233]: (NetworkExtension) [com.apple.networkextension:] Failed to find com.tcltk.wish in LaunchServices
2025-08-26 10:29:57.600011+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] UUID: Failed to find UUIDs for com.tcltk.wish
2025-08-26 10:29:57.601333+0530  localhost nesessionmanager[21893]: (libsystem_networkextension.dylib) [com.apple.networkextension:] UUID cache miss for com.yellowagents.FingerMgmt
2025-08-26 10:29:57.602720+0530  localhost neagent[51233]: (NetworkExtension) [com.apple.networkextension:] Failed to find com.yellowagents.FingerMgmt in LaunchServices
2025-08-26 10:29:57.605288+0530  localhost nesessionmanager[21893]: (libsystem_networkextension.dylib) [com.apple.networkextension:] UUID cache miss for com.yellowagents.FingerMgmt
2025-08-26 10:29:57.605757+0530  localhost neagent[51233]: (NetworkExtension) [com.apple.networkextension:] Failed to find com.yellowagents.FingerMgmt in LaunchServices
2025-08-26 10:29:57.606523+0530  localhost nesessionmanager[21893]: (libsystem_networkextension.dylib) [com.apple.networkextension:] UUID cache miss for com.yellowagents.FingerMgmt
2025-08-26 10:29:57.606707+0530  localhost neagent[51233]: (NetworkExtension) [com.apple.networkextension:] Failed to find com.yellowagents.FingerMgmt in LaunchServices
2025-08-26 10:29:57.607499+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] UUID: Failed to find UUIDs for com.yellowagents.FingerMgmt
2025-08-26 10:29:57.608548+0530  localhost nesessionmanager[21893]: (libsystem_networkextension.dylib) [com.apple.networkextension:] UUID cache miss for com.google.GoogleUpdater
2025-08-26 10:29:57.609023+0530  localhost neagent[51233]: (LaunchServices) [com.apple.launchservices:default] _LSBundleCopyOrCheckNode: cached node not found, _LSBundleCreateNode for bundleID 2388 returned -43
2025-08-26 10:29:57.609229+0530  localhost neagent[51233]: (LaunchServices) [com.apple.launchservices:default] _LSBundleCopyOrCheckNode: cached node not found, _LSBundleCreateNode for bundleID 2624 returned -43
2025-08-26 10:29:57.609389+0530  localhost neagent[51233]: (LaunchServices) [com.apple.launchservices:default] _LSBundleCopyOrCheckNode: cached node not found, _LSBundleCreateNode for bundleID 2628 returned -43
2025-08-26 10:29:57.609478+0530  localhost neagent[51233]: (LaunchServices) [com.apple.launchservices:default] _LSBundleCopyOrCheckNode: cached node not found, _LSBundleCreateNode for bundleID 2644 returned -43
2025-08-26 10:29:57.609567+0530  localhost neagent[51233]: (LaunchServices) [com.apple.launchservices:default] _LSBundleCopyOrCheckNode: cached node not found, _LSBundleCreateNode for bundleID 5196 returned -43
2025-08-26 10:29:57.609655+0530  localhost neagent[51233]: (LaunchServices) [com.apple.launchservices:default] _LSBundleCopyOrCheckNode: cached node not found, _LSBundleCreateNode for bundleID 7596 returned -43
2025-08-26 10:29:57.609746+0530  localhost neagent[51233]: (LaunchServices) [com.apple.launchservices:default] _LSBundleCopyOrCheckNode: cached node not found, _LSBundleCreateNode for bundleID 9500 returned -43
2025-08-26 10:29:57.611053+0530  localhost neagent[51233]: (LaunchServices) [com.apple.launchservices:default] _LSBundleCopyOrCheckNode: cached node not found, _LSBundleCreateNode for bundleID 9528 returned -43
2025-08-26 10:29:57.611147+0530  localhost neagent[51233]: (LaunchServices) [com.apple.launchservices:default] _LSBundleCopyOrCheckNode: cached node not found, _LSBundleCreateNode for bundleID 10484 returned -43
2025-08-26 10:29:57.611237+0530  localhost neagent[51233]: (LaunchServices) [com.apple.launchservices:default] _LSBundleCopyOrCheckNode: cached node not found, _LSBundleCreateNode for bundleID 12672 returned -43
2025-08-26 10:29:57.611328+0530  localhost neagent[51233]: (LaunchServices) [com.apple.launchservices:default] _LSBundleCopyOrCheckNode: cached node not found, _LSBundleCreateNode for bundleID 19500 returned -43
2025-08-26 10:29:57.611422+0530  localhost neagent[51233]: (LaunchServices) [com.apple.launchservices:default] _LSBundleCopyOrCheckNode: cached node not found, _LSBundleCreateNode for bundleID 20672 returned -43
2025-08-26 10:29:57.611515+0530  localhost neagent[51233]: (LaunchServices) [com.apple.launchservices:default] _LSBundleCopyOrCheckNode: cached node not found, _LSBundleCreateNode for bundleID 24244 returned -43
2025-08-26 10:29:57.611605+0530  localhost neagent[51233]: (LaunchServices) [com.apple.launchservices:default] _LSBundleCopyOrCheckNode: cached node not found, _LSBundleCreateNode for bundleID 24252 returned -43
2025-08-26 10:29:57.611686+0530  localhost neagent[51233]: (LaunchServices) [com.apple.launchservices:default] _LSBundleCopyOrCheckNode: cached node not found, _LSBundleCreateNode for bundleID 24256 returned -43
2025-08-26 10:29:57.611811+0530  localhost neagent[51233]: (LaunchServices) [com.apple.launchservices:default] _LSBundleCopyOrCheckNode: cached node not found, _LSBundleCreateNode for bundleID 2048 returned -43
2025-08-26 10:29:57.611952+0530  localhost neagent[51233]: (NetworkExtension) [com.apple.networkextension:] Failed to find com.google.GoogleUpdater in LaunchServices
2025-08-26 10:29:57.613416+0530  localhost nesessionmanager[21893]: (libsystem_networkextension.dylib) [com.apple.networkextension:] UUID cache miss for com.google.GoogleUpdater
2025-08-26 10:29:57.614533+0530  localhost neagent[51233]: (NetworkExtension) [com.apple.networkextension:] Failed to find com.google.GoogleUpdater in LaunchServices
2025-08-26 10:29:57.615284+0530  localhost nesessionmanager[21893]: (libsystem_networkextension.dylib) [com.apple.networkextension:] UUID cache miss for com.google.GoogleUpdater
2025-08-26 10:29:57.616434+0530  localhost neagent[51233]: (NetworkExtension) [com.apple.networkextension:] Failed to find com.google.GoogleUpdater in LaunchServices
2025-08-26 10:29:57.617347+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] UUID: Failed to find UUIDs for com.google.GoogleUpdater
2025-08-26 10:29:57.651201+0530  localhost nesessionmanager[21893]: (libsystem_networkextension.dylib) [com.apple.networkextension:] UUID cache miss for com.google.Chrome.helper.renderer
2025-08-26 10:29:57.652341+0530  localhost neagent[51233]: (NetworkExtension) [com.apple.networkextension:] Failed to find com.google.Chrome.helper.renderer in LaunchServices
2025-08-26 10:29:57.653553+0530  localhost nesessionmanager[21893]: (libsystem_networkextension.dylib) [com.apple.networkextension:] UUID cache miss for com.google.Chrome.helper.renderer
2025-08-26 10:29:57.653782+0530  localhost neagent[51233]: (NetworkExtension) [com.apple.networkextension:] Failed to find com.google.Chrome.helper.renderer in LaunchServices
2025-08-26 10:29:57.654589+0530  localhost nesessionmanager[21893]: (libsystem_networkextension.dylib) [com.apple.networkextension:] UUID cache miss for com.google.Chrome.helper.renderer
2025-08-26 10:29:57.654764+0530  localhost neagent[51233]: (NetworkExtension) [com.apple.networkextension:] Failed to find com.google.Chrome.helper.renderer in LaunchServices
2025-08-26 10:29:57.655537+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] UUID: Failed to find UUIDs for com.google.Chrome.helper.renderer
2025-08-26 10:29:57.658655+0530  localhost nesessionmanager[21893]: (libsystem_networkextension.dylib) [com.apple.networkextension:] UUID cache miss for com.hnc.Discord.helper
2025-08-26 10:29:57.659160+0530  localhost neagent[51233]: (NetworkExtension) [com.apple.networkextension:] Failed to find com.hnc.Discord.helper in LaunchServices
2025-08-26 10:29:57.659992+0530  localhost nesessionmanager[21893]: (libsystem_networkextension.dylib) [com.apple.networkextension:] UUID cache miss for com.hnc.Discord.helper
2025-08-26 10:29:57.660450+0530  localhost neagent[51233]: (NetworkExtension) [com.apple.networkextension:] Failed to find com.hnc.Discord.helper in LaunchServices
2025-08-26 10:29:57.661205+0530  localhost nesessionmanager[21893]: (libsystem_networkextension.dylib) [com.apple.networkextension:] UUID cache miss for com.hnc.Discord.helper
2025-08-26 10:29:57.661383+0530  localhost neagent[51233]: (NetworkExtension) [com.apple.networkextension:] Failed to find com.hnc.Discord.helper in LaunchServices
2025-08-26 10:29:57.662944+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] UUID: Failed to find UUIDs for com.hnc.Discord.helper
2025-08-26 10:29:57.674330+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] UUID: Failed to find UUIDs for com.google.Chrome
2025-08-26 10:29:57.680365+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] UUID: Failed to find UUIDs for com.google.Chrome
2025-08-26 10:29:57.688143+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] UUID: Failed to find UUIDs for com.google.Chrome
2025-08-26 10:29:57.691232+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] UUID: Failed to find UUIDs for com.google.Chrome
2025-08-26 10:29:57.691461+0530  localhost nesessionmanager[21893]: (libsystem_networkextension.dylib) [com.apple.networkextension:] UUID cache miss for io.webtorrent.webtorrent-helper
2025-08-26 10:29:57.692235+0530  localhost neagent[51233]: (NetworkExtension) [com.apple.networkextension:] Failed to find io.webtorrent.webtorrent-helper in LaunchServices
2025-08-26 10:29:57.693075+0530  localhost nesessionmanager[21893]: (libsystem_networkextension.dylib) [com.apple.networkextension:] UUID cache miss for io.webtorrent.webtorrent-helper
2025-08-26 10:29:57.693267+0530  localhost neagent[51233]: (NetworkExtension) [com.apple.networkextension:] Failed to find io.webtorrent.webtorrent-helper in LaunchServices
2025-08-26 10:29:57.694209+0530  localhost nesessionmanager[21893]: (libsystem_networkextension.dylib) [com.apple.networkextension:] UUID cache miss for io.webtorrent.webtorrent-helper
2025-08-26 10:29:57.694407+0530  localhost neagent[51233]: (NetworkExtension) [com.apple.networkextension:] Failed to find io.webtorrent.webtorrent-helper in LaunchServices
2025-08-26 10:29:57.695006+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] UUID: Failed to find UUIDs for io.webtorrent.webtorrent-helper
2025-08-26 10:29:57.695250+0530  localhost nesessionmanager[21893]: (libsystem_networkextension.dylib) [com.apple.networkextension:] UUID cache miss for com.adobe.acc.HEXHelper
2025-08-26 10:29:57.695478+0530  localhost neagent[51233]: (NetworkExtension) [com.apple.networkextension:] Failed to find com.adobe.acc.HEXHelper in LaunchServices
2025-08-26 10:29:57.696147+0530  localhost nesessionmanager[21893]: (libsystem_networkextension.dylib) [com.apple.networkextension:] UUID cache miss for com.adobe.acc.HEXHelper
2025-08-26 10:29:57.696320+0530  localhost neagent[51233]: (NetworkExtension) [com.apple.networkextension:] Failed to find com.adobe.acc.HEXHelper in LaunchServices
2025-08-26 10:29:57.696966+0530  localhost nesessionmanager[21893]: (libsystem_networkextension.dylib) [com.apple.networkextension:] UUID cache miss for com.adobe.acc.HEXHelper
2025-08-26 10:29:57.697240+0530  localhost neagent[51233]: (NetworkExtension) [com.apple.networkextension:] Failed to find com.adobe.acc.HEXHelper in LaunchServices
2025-08-26 10:29:57.697896+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] UUID: Failed to find UUIDs for com.adobe.acc.HEXHelper
2025-08-26 10:29:57.699715+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] UUID: Failed to find UUIDs for com.google.Chrome
2025-08-26 10:29:57.703715+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] UUID: Failed to find UUIDs for com.google.Chrome
2025-08-26 10:29:57.709540+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] UUID: Failed to find UUIDs for com.google.Chrome
2025-08-26 10:29:57.712406+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] UUID: Failed to find UUIDs for com.google.Chrome
2025-08-26 10:29:57.715652+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] UUID: Failed to find UUIDs for com.google.Chrome
2025-08-26 10:29:57.717732+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] UUID: Failed to find UUIDs for com.google.Chrome
2025-08-26 10:29:57.718307+0530  localhost nesessionmanager[21893]: (libsystem_networkextension.dylib) [com.apple.networkextension:] UUID cache miss for us.zoom.caphost
2025-08-26 10:29:57.719143+0530  localhost neagent[51233]: (NetworkExtension) [com.apple.networkextension:] Failed to find us.zoom.caphost in LaunchServices
2025-08-26 10:29:57.720129+0530  localhost nesessionmanager[21893]: (libsystem_networkextension.dylib) [com.apple.networkextension:] UUID cache miss for us.zoom.caphost
2025-08-26 10:29:57.720360+0530  localhost neagent[51233]: (NetworkExtension) [com.apple.networkextension:] Failed to find us.zoom.caphost in LaunchServices
2025-08-26 10:29:57.720990+0530  localhost nesessionmanager[21893]: (libsystem_networkextension.dylib) [com.apple.networkextension:] UUID cache miss for us.zoom.caphost
2025-08-26 10:29:57.721165+0530  localhost neagent[51233]: (NetworkExtension) [com.apple.networkextension:] Failed to find us.zoom.caphost in LaunchServices
2025-08-26 10:29:57.723384+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] UUID: Failed to find UUIDs for us.zoom.caphost
2025-08-26 10:29:57.723456+0530  localhost nesessionmanager[21893]: (libsystem_networkextension.dylib) [com.apple.networkextension:] UUID cache miss for us.zoom.ZoomClips
2025-08-26 10:29:57.723860+0530  localhost neagent[51233]: (NetworkExtension) [com.apple.networkextension:] Failed to find us.zoom.ZoomClips in LaunchServices
2025-08-26 10:29:57.724615+0530  localhost nesessionmanager[21893]: (libsystem_networkextension.dylib) [com.apple.networkextension:] UUID cache miss for us.zoom.ZoomClips
2025-08-26 10:29:57.724801+0530  localhost neagent[51233]: (NetworkExtension) [com.apple.networkextension:] Failed to find us.zoom.ZoomClips in LaunchServices
2025-08-26 10:29:57.729388+0530  localhost nesessionmanager[21893]: (libsystem_networkextension.dylib) [com.apple.networkextension:] UUID cache miss for us.zoom.ZoomClips
2025-08-26 10:29:57.729926+0530  localhost neagent[51233]: (NetworkExtension) [com.apple.networkextension:] Failed to find us.zoom.ZoomClips in LaunchServices
2025-08-26 10:29:57.730846+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] UUID: Failed to find UUIDs for us.zoom.ZoomClips
2025-08-26 10:29:57.730907+0530  localhost nesessionmanager[21893]: (libsystem_networkextension.dylib) [com.apple.networkextension:] UUID cache miss for us.zoom.CptHost
2025-08-26 10:29:57.731166+0530  localhost neagent[51233]: (NetworkExtension) [com.apple.networkextension:] Failed to find us.zoom.CptHost in LaunchServices
2025-08-26 10:29:57.731758+0530  localhost nesessionmanager[21893]: (libsystem_networkextension.dylib) [com.apple.networkextension:] UUID cache miss for us.zoom.CptHost
2025-08-26 10:29:57.731915+0530  localhost neagent[51233]: (NetworkExtension) [com.apple.networkextension:] Failed to find us.zoom.CptHost in LaunchServices
2025-08-26 10:29:57.732520+0530  localhost nesessionmanager[21893]: (libsystem_networkextension.dylib) [com.apple.networkextension:] UUID cache miss for us.zoom.CptHost
2025-08-26 10:29:57.732715+0530  localhost neagent[51233]: (NetworkExtension) [com.apple.networkextension:] Failed to find us.zoom.CptHost in LaunchServices
2025-08-26 10:29:57.733274+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] UUID: Failed to find UUIDs for us.zoom.CptHost
2025-08-26 10:29:57.736105+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] UUID: Failed to find UUIDs for com.google.Chrome
2025-08-26 10:29:57.740240+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] UUID: Failed to find UUIDs for com.google.Chrome
2025-08-26 10:29:57.740368+0530  localhost nesessionmanager[21893]: (libsystem_networkextension.dylib) [com.apple.networkextension:] UUID cache miss for com.termius-dmg.mac.helper.GPU
2025-08-26 10:29:57.740707+0530  localhost neagent[51233]: (NetworkExtension) [com.apple.networkextension:] Failed to find com.termius-dmg.mac.helper.GPU in LaunchServices
2025-08-26 10:29:57.741359+0530  localhost nesessionmanager[21893]: (libsystem_networkextension.dylib) [com.apple.networkextension:] UUID cache miss for com.termius-dmg.mac.helper.GPU
2025-08-26 10:29:57.741525+0530  localhost neagent[51233]: (NetworkExtension) [com.apple.networkextension:] Failed to find com.termius-dmg.mac.helper.GPU in LaunchServices
2025-08-26 10:29:57.742166+0530  localhost nesessionmanager[21893]: (libsystem_networkextension.dylib) [com.apple.networkextension:] UUID cache miss for com.termius-dmg.mac.helper.GPU
2025-08-26 10:29:57.742328+0530  localhost neagent[51233]: (NetworkExtension) [com.apple.networkextension:] Failed to find com.termius-dmg.mac.helper.GPU in LaunchServices
2025-08-26 10:29:57.743037+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] UUID: Failed to find UUIDs for com.termius-dmg.mac.helper.GPU
2025-08-26 10:29:57.743099+0530  localhost nesessionmanager[21893]: (libsystem_networkextension.dylib) [com.apple.networkextension:] UUID cache miss for com.termius-dmg.mac.helper.Renderer
2025-08-26 10:29:57.743360+0530  localhost neagent[51233]: (NetworkExtension) [com.apple.networkextension:] Failed to find com.termius-dmg.mac.helper.Renderer in LaunchServices
2025-08-26 10:29:57.746241+0530  localhost nesessionmanager[21893]: (libsystem_networkextension.dylib) [com.apple.networkextension:] UUID cache miss for com.termius-dmg.mac.helper.Renderer
2025-08-26 10:29:57.746586+0530  localhost neagent[51233]: (NetworkExtension) [com.apple.networkextension:] Failed to find com.termius-dmg.mac.helper.Renderer in LaunchServices
2025-08-26 10:29:57.749385+0530  localhost nesessionmanager[21893]: (libsystem_networkextension.dylib) [com.apple.networkextension:] UUID cache miss for com.termius-dmg.mac.helper.Renderer
2025-08-26 10:29:57.749972+0530  localhost neagent[51233]: (NetworkExtension) [com.apple.networkextension:] Failed to find com.termius-dmg.mac.helper.Renderer in LaunchServices
2025-08-26 10:29:57.750907+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] UUID: Failed to find UUIDs for com.termius-dmg.mac.helper.Renderer
2025-08-26 10:29:57.754417+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] UUID: Failed to find UUIDs for com.google.Chrome
2025-08-26 10:29:57.763311+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] UUID: Failed to find UUIDs for com.google.Chrome
2025-08-26 10:29:57.765396+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] UUID: Failed to find UUIDs for com.google.Chrome
2025-08-26 10:29:57.767476+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] UUID: Failed to find UUIDs for com.google.Chrome
2025-08-26 10:29:57.767647+0530  localhost nesessionmanager[21893]: (libsystem_networkextension.dylib) [com.apple.networkextension:] UUID cache miss for us.zoom.Transcode
2025-08-26 10:29:57.770766+0530  localhost neagent[51233]: (NetworkExtension) [com.apple.networkextension:] Failed to find us.zoom.Transcode in LaunchServices
2025-08-26 10:29:57.775125+0530  localhost nesessionmanager[21893]: (libsystem_networkextension.dylib) [com.apple.networkextension:] UUID cache miss for us.zoom.Transcode
2025-08-26 10:29:57.775781+0530  localhost neagent[51233]: (NetworkExtension) [com.apple.networkextension:] Failed to find us.zoom.Transcode in LaunchServices
2025-08-26 10:29:57.778787+0530  localhost nesessionmanager[21893]: (libsystem_networkextension.dylib) [com.apple.networkextension:] UUID cache miss for us.zoom.Transcode
2025-08-26 10:29:57.779102+0530  localhost neagent[51233]: (NetworkExtension) [com.apple.networkextension:] Failed to find us.zoom.Transcode in LaunchServices
2025-08-26 10:29:57.780062+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] UUID: Failed to find UUIDs for us.zoom.Transcode
2025-08-26 10:29:57.780122+0530  localhost nesessionmanager[21893]: (libsystem_networkextension.dylib) [com.apple.networkextension:] UUID cache miss for us.zoom.ZMScreenshot
2025-08-26 10:29:57.780397+0530  localhost neagent[51233]: (NetworkExtension) [com.apple.networkextension:] Failed to find us.zoom.ZMScreenshot in LaunchServices
2025-08-26 10:29:57.781078+0530  localhost nesessionmanager[21893]: (libsystem_networkextension.dylib) [com.apple.networkextension:] UUID cache miss for us.zoom.ZMScreenshot
2025-08-26 10:29:57.781264+0530  localhost neagent[51233]: (NetworkExtension) [com.apple.networkextension:] Failed to find us.zoom.ZMScreenshot in LaunchServices
2025-08-26 10:29:57.781884+0530  localhost nesessionmanager[21893]: (libsystem_networkextension.dylib) [com.apple.networkextension:] UUID cache miss for us.zoom.ZMScreenshot
2025-08-26 10:29:57.782045+0530  localhost neagent[51233]: (NetworkExtension) [com.apple.networkextension:] Failed to find us.zoom.ZMScreenshot in LaunchServices
2025-08-26 10:29:57.782631+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] UUID: Failed to find UUIDs for us.zoom.ZMScreenshot
2025-08-26 10:29:57.782676+0530  localhost nesessionmanager[21893]: (libsystem_networkextension.dylib) [com.apple.networkextension:] UUID cache miss for us.zoom.ZoomAutoUpdater
2025-08-26 10:29:57.782827+0530  localhost neagent[51233]: (NetworkExtension) [com.apple.networkextension:] Failed to find us.zoom.ZoomAutoUpdater in LaunchServices
2025-08-26 10:29:57.783452+0530  localhost nesessionmanager[21893]: (libsystem_networkextension.dylib) [com.apple.networkextension:] UUID cache miss for us.zoom.ZoomAutoUpdater
2025-08-26 10:29:57.783598+0530  localhost neagent[51233]: (NetworkExtension) [com.apple.networkextension:] Failed to find us.zoom.ZoomAutoUpdater in LaunchServices
2025-08-26 10:29:57.784224+0530  localhost nesessionmanager[21893]: (libsystem_networkextension.dylib) [com.apple.networkextension:] UUID cache miss for us.zoom.ZoomAutoUpdater
2025-08-26 10:29:57.784371+0530  localhost neagent[51233]: (NetworkExtension) [com.apple.networkextension:] Failed to find us.zoom.ZoomAutoUpdater in LaunchServices
2025-08-26 10:29:57.784911+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] UUID: Failed to find UUIDs for us.zoom.ZoomAutoUpdater
2025-08-26 10:29:57.784955+0530  localhost nesessionmanager[21893]: (libsystem_networkextension.dylib) [com.apple.networkextension:] UUID cache miss for zoom.us.ZoomHybridConf
2025-08-26 10:29:57.785466+0530  localhost neagent[51233]: (NetworkExtension) [com.apple.networkextension:] Failed to find zoom.us.ZoomHybridConf in LaunchServices
2025-08-26 10:29:57.786271+0530  localhost nesessionmanager[21893]: (libsystem_networkextension.dylib) [com.apple.networkextension:] UUID cache miss for zoom.us.ZoomHybridConf
2025-08-26 10:29:57.786479+0530  localhost neagent[51233]: (NetworkExtension) [com.apple.networkextension:] Failed to find zoom.us.ZoomHybridConf in LaunchServices
2025-08-26 10:29:57.787161+0530  localhost nesessionmanager[21893]: (libsystem_networkextension.dylib) [com.apple.networkextension:] UUID cache miss for zoom.us.ZoomHybridConf
2025-08-26 10:29:57.787309+0530  localhost neagent[51233]: (NetworkExtension) [com.apple.networkextension:] Failed to find zoom.us.ZoomHybridConf in LaunchServices
2025-08-26 10:29:57.793340+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] UUID: Failed to find UUIDs for zoom.us.ZoomHybridConf
2025-08-26 10:29:57.797512+0530  localhost nesessionmanager[21893]: (libsystem_networkextension.dylib) [com.apple.networkextension:] UUID cache miss for us.zoom.ZoomPhone
2025-08-26 10:29:57.799154+0530  localhost neagent[51233]: (NetworkExtension) [com.apple.networkextension:] Failed to find us.zoom.ZoomPhone in LaunchServices
2025-08-26 10:29:57.801022+0530  localhost nesessionmanager[21893]: (libsystem_networkextension.dylib) [com.apple.networkextension:] UUID cache miss for us.zoom.ZoomPhone
2025-08-26 10:29:57.801296+0530  localhost neagent[51233]: (NetworkExtension) [com.apple.networkextension:] Failed to find us.zoom.ZoomPhone in LaunchServices
2025-08-26 10:29:57.802685+0530  localhost nesessionmanager[21893]: (libsystem_networkextension.dylib) [com.apple.networkextension:] UUID cache miss for us.zoom.ZoomPhone
2025-08-26 10:29:57.802936+0530  localhost neagent[51233]: (NetworkExtension) [com.apple.networkextension:] Failed to find us.zoom.ZoomPhone in LaunchServices
2025-08-26 10:29:57.803522+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] UUID: Failed to find UUIDs for us.zoom.ZoomPhone
2025-08-26 10:29:57.803567+0530  localhost nesessionmanager[21893]: (libsystem_networkextension.dylib) [com.apple.networkextension:] UUID cache miss for us.zoom.ZoomUninstaller
2025-08-26 10:29:57.803749+0530  localhost neagent[51233]: (NetworkExtension) [com.apple.networkextension:] Failed to find us.zoom.ZoomUninstaller in LaunchServices
2025-08-26 10:29:57.804350+0530  localhost nesessionmanager[21893]: (libsystem_networkextension.dylib) [com.apple.networkextension:] UUID cache miss for us.zoom.ZoomUninstaller
2025-08-26 10:29:57.804497+0530  localhost neagent[51233]: (NetworkExtension) [com.apple.networkextension:] Failed to find us.zoom.ZoomUninstaller in LaunchServices
2025-08-26 10:29:57.805632+0530  localhost nesessionmanager[21893]: (libsystem_networkextension.dylib) [com.apple.networkextension:] UUID cache miss for us.zoom.ZoomUninstaller
2025-08-26 10:29:57.805820+0530  localhost neagent[51233]: (NetworkExtension) [com.apple.networkextension:] Failed to find us.zoom.ZoomUninstaller in LaunchServices
2025-08-26 10:29:57.806436+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] UUID: Failed to find UUIDs for us.zoom.ZoomUninstaller
2025-08-26 10:29:57.806482+0530  localhost nesessionmanager[21893]: (libsystem_networkextension.dylib) [com.apple.networkextension:] UUID cache miss for us.zoom.airhost
2025-08-26 10:29:57.807955+0530  localhost neagent[51233]: (NetworkExtension) [com.apple.networkextension:] Failed to find us.zoom.airhost in LaunchServices
2025-08-26 10:29:57.809884+0530  localhost nesessionmanager[21893]: (libsystem_networkextension.dylib) [com.apple.networkextension:] UUID cache miss for us.zoom.airhost
2025-08-26 10:29:57.812199+0530  localhost neagent[51233]: (NetworkExtension) [com.apple.networkextension:] Failed to find us.zoom.airhost in LaunchServices
2025-08-26 10:29:57.813703+0530  localhost nesessionmanager[21893]: (libsystem_networkextension.dylib) [com.apple.networkextension:] UUID cache miss for us.zoom.airhost
2025-08-26 10:29:57.813940+0530  localhost neagent[51233]: (NetworkExtension) [com.apple.networkextension:] Failed to find us.zoom.airhost in LaunchServices
2025-08-26 10:29:57.814544+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] UUID: Failed to find UUIDs for us.zoom.airhost
2025-08-26 10:29:57.814598+0530  localhost nesessionmanager[21893]: (libsystem_networkextension.dylib) [com.apple.networkextension:] UUID cache miss for us.zoom.aomhost
2025-08-26 10:29:57.814785+0530  localhost neagent[51233]: (NetworkExtension) [com.apple.networkextension:] Failed to find us.zoom.aomhost in LaunchServices
2025-08-26 10:29:57.815531+0530  localhost nesessionmanager[21893]: (libsystem_networkextension.dylib) [com.apple.networkextension:] UUID cache miss for us.zoom.aomhost
2025-08-26 10:29:57.815712+0530  localhost neagent[51233]: (NetworkExtension) [com.apple.networkextension:] Failed to find us.zoom.aomhost in LaunchServices
2025-08-26 10:29:57.816474+0530  localhost nesessionmanager[21893]: (libsystem_networkextension.dylib) [com.apple.networkextension:] UUID cache miss for us.zoom.aomhost
2025-08-26 10:29:57.816653+0530  localhost neagent[51233]: (NetworkExtension) [com.apple.networkextension:] Failed to find us.zoom.aomhost in LaunchServices
2025-08-26 10:29:57.817594+0530  localhost nesessionmanager[21893]: [com.apple.networkextension:] UUID: Failed to find UUIDs for us.zoom.aomhost
2025-08-26 10:29:57.817718+0530  localhost nesessionmanager[21893]: (libsystem_networkextension.dylib) [com.apple.networkextension:] UUID cache miss for us.zoom.zCCIMeetingHost
2025-08-26 10:29:57.817965+0530  localhost neagent[51233]: (NetworkExtension) [com.apple.networkextension:] Failed to find us.zoom.zCCIMeetingHost in LaunchServices
2025-08-26 10:29:57.819013+0530  localhost nesessionmanager[21893]: (libsystem_networkextension.dylib) [com.apple.networkextension:] UUID cache miss for us.zoom.zCCIMeetingHost
2025-08-26 10:29:57.819333+0530  localhost neagent[51233]: (NetworkExtension) [com.apple.networkextension:] Failed to find us.zoom.zCCIMeetingHost in LaunchServices
